filename;width;height;class;xmin;ymin;xmax;ymax;score
Abyssinian_116.jpg;333;500;1;0.2150576412677765;0.0895114541053772;0.7550152540206909;0.38320672512054443;0.9889329
Abyssinian_119.jpg;300;297;1;0.13178983330726624;0.17088277637958527;0.5229066610336304;0.5972332954406738;0.9981163
Abyssinian_160.jpg;500;375;1;0.5470333099365234;0.2677155137062073;0.7617638111114502;0.5527400374412537;0.95604
Abyssinian_174.jpg;317;246;1;0.2089383602142334;0.05901995301246643;0.7184734344482422;0.6643239259719849;0.9979644
Abyssinian_179.jpg;263;360;1;0.27618950605392456;0.05366984009742737;0.6974653601646423;0.3568931519985199;0.9877682
Abyssinian_185.jpg;300;225;1;0.07370612025260925;0.00019541382789611816;0.6424232721328735;0.7856590747833252;0.98265606
american_bulldog_100.jpg;500;333;2;0.4097803235054016;0.30742448568344116;0.5747177004814148;0.5937491655349731;0.98226804
american_bulldog_105.jpg;500;332;2;0.3313397169113159;0.22084450721740723;0.7533613443374634;0.7269788384437561;0.99732363
american_bulldog_109.jpg;335;500;2;0.44503700733184814;0.3152594268321991;0.7584342956542969;0.5185564160346985;0.94703615
american_bulldog_11.jpg;500;375;2;0.3021931052207947;0.1837701052427292;0.6409956812858582;0.6606801748275757;0.9966372
american_bulldog_120.jpg;500;334;2;0.21060645580291748;0.19024689495563507;0.5088392496109009;0.5764737725257874;0.99849474
american_bulldog_123.jpg;332;500;2;0.42020851373672485;0.256869375705719;0.7038668990135193;0.4137118458747864;0.96486914
american_bulldog_125.jpg;500;465;2;0.16234123706817627;0.025224044919013977;0.7199410200119019;0.5012096762657166;0.9984905
american_bulldog_126.jpg;353;500;2;0.34636956453323364;0.008526414632797241;0.7925103306770325;0.3039095401763916;0.9973226
american_bulldog_129.jpg;382;500;2;0.42458051443099976;0.06407478451728821;0.9146537184715271;0.3686521649360657;0.997508
american_bulldog_139.jpg;334;500;2;0.3785352110862732;0.2845790386199951;0.6593263745307922;0.4670509099960327;0.9106105
american_bulldog_141.jpg;333;500;2;0.09453234076499939;0.17880390584468842;0.8025804758071899;0.5748018026351929;0.97737837
american_bulldog_172.jpg;375;500;2;0.043482840061187744;0.02575412392616272;0.974553644657135;0.6751941442489624;0.98221856
american_bulldog_19.jpg;500;333;2;0.1310374140739441;0.007394999265670776;0.8706862330436707;0.9277009963989258;0.99123454
american_bulldog_191.jpg;500;333;2;0.3427565097808838;0.2314912974834442;0.5188841223716736;0.44533535838127136;0.86855304
